updateAt,type,date,name,sheet,unit,housou
2021年07月08日,販売中止,2021年07月08日,アンスロビンＰ５００注射用,注射剤,1瓶,
2021年07月08日,販売中止,2021年07月08日,アンスロビンＰ５００注射用,注射剤,1瓶,
2021年07月08日,販売中止,2022年05月01日,ラツーダ錠４０ｍｇ,ＰＴＰ,500錠,
2021年07月08日,販売中止,2021年11月01日,ラツーダ錠６０ｍｇ,ＰＴＰ,500錠,
2021年07月08日,販売中止,2021年12月01日,ラツーダ錠８０ｍｇ,ＰＴＰ,500錠,
2021年07月07日,出荷停止,2021年07月07日,テトラミド錠３０ｍｇ,バラ,500錠,
2021年07月07日,出荷停止,2021年07月07日,テトラミド錠３０ｍｇ,ＰＴＰ,100錠,
2021年07月07日,出荷調整,2021年06月03日,ハルシオン０．１２５ｍｇ錠,ＳＰ,100錠,
2021年07月07日,解除,2021年10月21日,ハルシオン０．１２５ｍｇ錠,ＳＰ,100錠,
2021年07月07日,出荷調整,2021年06月03日,ハルシオン０．１２５ｍｇ錠,バラ,500錠,
2021年07月07日,解除,2021年10月21日,ハルシオン０．１２５ｍｇ錠,バラ,500錠,
2021年07月07日,出荷調整,2021年06月03日,ハルシオン０．２５ｍｇ錠,ＳＰ,100錠,
2021年07月07日,解除,2021年10月21日,ハルシオン０．２５ｍｇ錠,ＳＰ,100錠,
2021年07月07日,出荷調整,2021年06月03日,ハルシオン０．２５ｍｇ錠,バラ,500錠,
2021年07月07日,解除,2021年10月21日,ハルシオン０．２５ｍｇ錠,バラ,500錠,
2021年07月07日,出荷調整,2021年06月03日,ハルシオン０．２５ｍｇ錠,ＳＰ,1000錠,
2021年07月07日,解除,2021年10月21日,ハルシオン０．２５ｍｇ錠,ＳＰ,1000錠,
2021年07月05日,解除,2021年08月02日,プロクトセディル坐薬,包装小,70個,
2021年07月05日,解除,2021年08月02日,プロクトセディル坐薬,包装小,350個,
2021年07月05日,解除,2021年08月02日,プロクトセディル軟膏,包装小,140ｇ,
2021年07月05日,解除,2021年08月02日,プロクトセディル軟膏,包装小,700ｇ,
2021年07月05日,解除,2021年08月02日,プロクトセディル軟膏,包装小,300ｇ,
2021年07月02日,販売中止,2022年08月01日,キサンボン注射用２０ｍｇ,注射剤,10瓶,
2021年07月02日,販売中止,2022年08月01日,キサンボン注射用２０ｍｇ,注射剤,50瓶,
2021年07月02日,販売中止,2022年08月01日,キサンボン注射用４０ｍｇ,注射剤,10瓶,
2021年07月02日,販売中止,2022年08月01日,キサンボン注射用４０ｍｇ,注射剤,50瓶,
2021年07月02日,販売中止,2022年08月01日,キサンボンＳ注射液２０ｍｇ,注射剤,10管,
2021年07月02日,販売中止,2022年08月01日,キサンボンＳ注射液２０ｍｇ,注射剤,50管,
2021年07月02日,販売中止,2022年08月01日,キサンボンＳ注射液４０ｍｇ,注射剤,10管,
2021年07月02日,販売中止,2022年08月01日,キサンボンＳ注射液４０ｍｇ,注射剤,50管,
2021年07月01日,販売中止,2021年12月01日,イミグラン注３,注射剤,2管,
2021年07月01日,販売中止,2021年12月01日,ザイザルＯＤ錠２．５ｍｇ,ＰＴＰ,56錠,
2021年07月01日,販売中止,2021年12月01日,ザイザルＯＤ錠５ｍｇ,ＰＴＰ,560錠,
2021年07月01日,販売中止,2021年12月01日,ザイザルＯＤ錠５ｍｇ,ＰＴＰ,56錠,
2021年07月01日,販売中止,2021年07月01日,ザンタック注射液１００ｍｇ,注射剤,10管,
2021年07月01日,販売中止,2021年07月01日,ザンタック注射液５０ｍｇ,注射剤,10管,
2021年07月01日,販売中止,2021年07月01日,ザンタック錠１５０,ＰＴＰ,100錠,
2021年07月01日,販売中止,2021年07月01日,ザンタック錠１５０,ＰＴＰ,1000錠,
2021年07月01日,販売中止,2021年07月01日,ザンタック錠１５０,ＰＴＰ,140錠,
2021年07月01日,販売中止,2021年07月01日,ザンタック錠７５,ＰＴＰ,100錠,
2021年07月01日,販売中止,2021年07月01日,ザンタック錠７５,ＰＴＰ,1000錠,
2021年07月01日,販売中止,2021年07月01日,ザンタック錠７５,ＰＴＰ,140錠,
2021年07月01日,出荷停止,2021年08月01日,シプロキサン錠１００ｍｇ,ＰＴＰ,100錠,
2021年07月01日,出荷停止,2021年08月01日,シプロキサン錠１００ｍｇ,ＰＴＰ,500錠,
2021年07月01日,解除,2021年07月01日,ジェービックＶ,注射剤,1本,
2021年07月01日,出荷停止,2021年10月01日,ジェービックＶ,注射剤,1本,
2021年07月01日,解除,2021年12月01日,ジェービックＶ,注射剤,1本,
2021年07月01日,販売中止,2021年12月01日,セレベント２５ロタディスク,包装小,112ブリスター,
2021年07月01日,販売中止,2021年12月01日,セレベント５０ロタディスク,包装小,112ブリスター,
2021年07月01日,販売中止,2021年12月01日,フルタイド１００ロタディスク,包装小,112ブリスター,
2021年07月01日,販売中止,2021年12月01日,フルタイド２００ロタディスク,包装小,112ブリスター,
2021年07月01日,販売中止,2021年12月01日,フルタイド５０ロタディスク,包装小,112ブリスター,
2021年07月01日,解除,2021年07月01日,プレミネント配合錠ＨＤ,ＰＴＰ,100錠,
2021年06月28日,出荷調整,2021年01月15日,ジェービックＶ,注射剤,1本,
2021年06月24日,解除,2021年07月16日,テモダールカプセル１００ｍｇ,ＳＰ,5カプセル,
2021年06月24日,解除,2021年07月16日,テモダールカプセル２０ｍｇ,ＳＰ,5カプセル,
2021年06月23日,販売中止,2021年06月23日,コカイン塩酸塩「タケダ」原末,瓶,5g,
2021年06月21日,販売中止,2021年06月21日,スルモンチール錠２５ｍｇ,バラ,1000錠,
2021年06月21日,解除,2021年06月28日,ヤーズ配合錠,ＰＴＰ,3シート,
2021年06月21日,解除,2021年06月28日,ヤーズ配合錠,ＰＴＰ,6シート,
2021年06月21日,販売中止,2021年09月01日,ヤーズ配合錠,ＰＴＰ,6シート,
2021年06月21日,解除,2021年06月28日,ヤーズ配合錠,ＰＴＰ,30シート,
2021年06月18日,解除,2021年03月01日,ノイエルカプセル２００ｍｇ,ＰＴＰ,100カプセル,
2021年06月18日,解除,2021年03月11日,ノイエルカプセル２００ｍｇ,ＰＴＰ,500カプセル,
2021年06月18日,解除,2021年03月21日,ノイエルカプセル２００ｍｇ,ＰＴＰ,1000カプセル,
2021年06月18日,解除,2021年03月01日,ノイエルカプセル２００ｍｇ,ＰＴＰ,2100カプセル,
2021年06月18日,解除,2021年03月01日,ノイエルカプセル２００ｍｇ,バラ,1000カプセル,
2021年06月18日,解除,2021年04月01日,ノイエル細粒４０％,分包,600ｇ,
2021年06月18日,解除,2021年05月01日,ノイエル細粒４０％,分包,1200ｇ,
2021年06月18日,解除,2021年05月01日,ノイエル細粒４０％,分包,1260ｇ,
2021年06月18日,解除,2021年04月01日,ノイエル細粒４０％,バラ,100ｇ,
2021年06月18日,解除,2021年04月01日,ノイエル細粒４０％,バラ,1000ｇ,
2021年06月17日,販売中止,2021年06月17日,デムサーカプセル２５０ｍｇ,バラ,100カプセル,
2021年06月16日,販売中止,2021年06月16日,イスキア配合錠Ａ３３０,ＰＴＰ,100錠,
2021年06月16日,販売中止,2021年06月16日,イスキア配合錠Ａ３３０,ＰＴＰ,2000錠,
2021年06月15日,販売中止,2021年06月15日,ウスノン消毒液１０％,調剤用,3000ｍＬ,
2021年06月15日,販売中止,2021年06月15日,トキクロルカプセル２５０ｍｇ,ＰＴＰ,100カプセル,
2021年06月15日,販売中止,2021年06月15日,トキクロルカプセル２５０ｍｇ,ＰＴＰ,500カプセル,
2021年06月15日,販売中止,2021年06月15日,ビタミンＫ１注１０ｍｇ,注射剤,50管,
2021年06月15日,販売中止,2021年06月15日,ビーカップ注１０ｍｇ,注射剤,50管,
2021年06月15日,販売中止,2021年06月15日,フェニラミン注５,注射剤,50管,
2021年06月15日,販売中止,2022年01月01日,ロートエキス散,バラ,500ｇ,
2021年06月15日,販売中止,2021年12月01日,希ヨードチンキ,調剤用,500ｍＬ,
2021年06月15日,販売中止,2021年12月01日,次硝酸ビスマス,バラ,500ｇ,
2021年06月15日,販売中止,2021年12月01日,苦味チンキ,調剤用,500ｍＬ,
2021年06月15日,販売中止,2021年12月01日,０．０５Ｗ／Ｖ％ハイジール水,調剤用,500ｍＬ,
2021年06月11日,販売中止,2021年12月01日,トランサミンカプセル２５０ｍｇ,バラ,500カプセル,
2021年06月11日,販売中止,2021年12月01日,トランサミン散５０％,分包,1200ｇ,
2021年06月10日,出荷調整,2021年06月10日,メラトベル顆粒小児用０．２％,バラ,100ｇ,
2021年06月10日,解除,2021年06月18日,ユナシン－Ｓキット静注用１．５ｇ,注射剤,10キット,
2021年06月10日,解除,2021年06月18日,ユナシン－Ｓキット静注用３ｇ,注射剤,10キット,
2021年06月09日,販売中止,2021年07月01日,ヨウラーゼＥ配合顆粒,バラ,1000ｇ,
2021年06月07日,解除,2021年06月14日,ジュリナ錠０．５ｍｇ,ＰＴＰ,280錠,
2021年06月07日,解除,2021年06月14日,ジュリナ錠０．５ｍｇ,ＰＴＰ,140錠,
2021年06月05日,出荷停止,2021年02月09日,エスワンケーケー配合錠Ｔ２０,ＰＴＰ,56錠,
2021年06月05日,出荷停止,2021年02月09日,エスワンケーケー配合錠Ｔ２５,ＰＴＰ,56錠,
2021年06月05日,出荷停止,2021年02月09日,セレスターナ配合錠,ＰＴＰ,100錠,
2021年06月05日,出荷停止,2021年02月09日,セレスターナ配合錠,ＰＴＰ,1000錠,
2021年06月05日,出荷停止,2021年02月09日,パーキストン配合錠Ｌ１００,ＰＴＰ,100錠,
2021年06月05日,出荷停止,2021年02月09日,パーキストン配合錠Ｌ１００,ＰＴＰ,1000錠,
2021年06月05日,出荷停止,2021年02月09日,パーキストン配合錠Ｌ２５０,バラ,100錠,
2021年06月05日,出荷停止,2021年02月09日,ビクロックスシロップ８％,包装小,100ｍＬ,
2021年06月05日,出荷停止,2021年02月09日,ビクロックスシロップ８％,調剤用,500ｍＬ,
2021年06月05日,出荷停止,2021年02月09日,プラコデ配合シロップ,調剤用,500ｍＬ,
2021年06月05日,出荷停止,2021年02月09日,プラコデ配合シロップ,調剤用,1000ｍＬ,
2021年06月01日,販売中止,2021年12月01日,アゾテシン点眼液０．０２％,包装小,5瓶,
2021年06月01日,販売中止,2021年12月01日,アゾテシン点眼液０．０２％,包装小,10瓶,
2021年06月01日,出荷調整,2021年06月01日,アレロック錠２．５,ＰＴＰ,100錠,
2021年06月01日,出荷調整,2021年06月01日,アレロック錠２．５,ＰＴＰ,500錠,
2021年06月01日,販売中止,2021年09月30日,アレロック錠２．５,ＰＴＰ,500錠,
2021年06月01日,出荷調整,2021年06月01日,アレロック錠５,ＰＴＰ,100錠,
2021年06月01日,出荷調整,2021年06月01日,アレロック錠５,ＰＴＰ,500錠,
2021年06月01日,出荷調整,2021年06月01日,アレロック錠５,ＰＴＰ,1000錠,
2021年06月01日,出荷調整,2021年06月01日,アレロック錠５,バラ,500錠,
2021年06月01日,販売中止,2020年09月30日,アレロック錠５,バラ,500錠,
2021年06月01日,出荷調整,2021年06月01日,アレロック錠５,ＰＴＰ,700錠,
2021年06月01日,出荷調整,2021年06月01日,アレロック顆粒０．５％,バラ,100ｇ,
2021年06月01日,出荷調整,2021年06月01日,アレロック顆粒０．５％,分包,100ｇ,
2021年06月01日,出荷調整,2021年06月01日,アレロック顆粒０．５％,分包,300ｇ,
2021年06月01日,出荷調整,2021年06月01日,アレロックＯＤ錠２．５,ＰＴＰ,100錠,
2021年06月01日,出荷調整,2021年06月01日,アレロックＯＤ錠２．５,ＰＴＰ,500錠,
2021年06月01日,出荷調整,2021年06月01日,アレロックＯＤ錠２．５,ＰＴＰ,1000錠,
2021年06月01日,販売中止,2020年09月30日,アレロックＯＤ錠２．５,ＰＴＰ,1000錠,
2021年06月01日,出荷調整,2021年06月01日,アレロックＯＤ錠５,ＰＴＰ,100錠,
2021年06月01日,出荷調整,2021年06月01日,アレロックＯＤ錠５,ＰＴＰ,500錠,
2021年06月01日,出荷調整,2021年06月01日,アレロックＯＤ錠５,ＰＴＰ,1000錠,
2021年06月01日,出荷調整,2021年06月01日,コニール錠２,ＰＴＰ,100錠,
2021年06月01日,出荷調整,2021年06月01日,コニール錠２,ＰＴＰ,500錠,
2021年06月01日,出荷調整,2021年06月01日,コニール錠２,ＰＴＰ,700錠,
2021年06月01日,出荷調整,2021年06月01日,コニール錠４,ＰＴＰ,100錠,
2021年06月01日,出荷調整,2021年06月01日,コニール錠４,ＰＴＰ,500錠,
2021年06月01日,出荷調整,2021年06月01日,コニール錠４,バラ,500錠,
2021年06月01日,出荷調整,2021年06月01日,コニール錠４,ＰＴＰ,700錠,
2021年06月01日,出荷調整,2021年06月01日,コニール錠４,ＰＴＰ,1000錠,
2021年06月01日,出荷調整,2021年06月01日,コニール錠８,ＰＴＰ,100錠,
2021年06月01日,出荷調整,2021年06月01日,コニール錠８,ＰＴＰ,500錠,
2021年06月01日,出荷調整,2021年06月01日,コバシル錠２ｍｇ,ＰＴＰ,100錠,
2021年06月01日,出荷調整,2021年06月01日,コバシル錠２ｍｇ,ＰＴＰ,500錠,
2021年06月01日,販売中止,2021年09月30日,コバシル錠２ｍｇ,ＰＴＰ,500錠,
2021年06月01日,出荷調整,2021年06月01日,コバシル錠４ｍｇ,ＰＴＰ,100錠,
2021年06月01日,出荷調整,2021年06月01日,コバシル錠４ｍｇ,バラ,500錠,
2021年06月01日,販売中止,2021年09月30日,コバシル錠４ｍｇ,バラ,500錠,
2021年06月01日,販売中止,2022年11月30日,サンチンク点眼液０．２％,包装小,5瓶,
2021年06月01日,販売中止,2022年12月31日,サンチンク点眼液０．２％,包装小,10瓶,
2021年06月01日,出荷調整,2021年06月01日,スターシス錠３０ｍｇ,ＰＴＰ,100錠,
2021年06月01日,出荷調整,2021年06月01日,スターシス錠９０ｍｇ,ＰＴＰ,100錠,
2021年06月01日,販売中止,2021年06月01日,セレスターナ配合錠,ＰＴＰ,100錠,
2021年06月01日,販売中止,2021年06月01日,セレスターナ配合錠,ＰＴＰ,1000錠,
2021年06月01日,販売中止,2022年01月01日,ダクチラン錠５０ｍｇ,ＰＴＰ,500錠,
2021年06月01日,販売中止,2021年07月01日,デタントールＲ錠３ｍｇ,ＰＴＰ,700錠,
2021年06月01日,販売中止,2021年07月01日,デタントールＲ錠３ｍｇ,ＰＴＰ,140錠,
2021年06月01日,販売中止,2021年07月01日,デタントールＲ錠６ｍｇ,ＰＴＰ,140錠,
2021年06月01日,販売中止,2021年08月31日,ナウゼリン細粒１％,バラ,500ｇ,
2021年06月01日,販売中止,2021年11月01日,ナゾネックス点鼻液５０μｇ１１２噴霧用,包装小,10瓶,
2021年06月01日,販売中止,2022年02月01日,ナゾネックス点鼻液５０μｇ５６噴霧用,包装小,10瓶,
2021年06月01日,販売中止,2021年07月01日,ニトロール錠５ｍｇ,バラ,500錠,
2021年06月01日,販売中止,2021年07月01日,ニトロール錠５ｍｇ,バラ,500錠,
2021年06月01日,販売中止,2022年09月30日,ノイボルミチン点眼液１％,包装小,5瓶,
2021年06月01日,販売中止,2022年09月30日,ノイボルミチン点眼液１％,包装小,10瓶,
2021年06月01日,販売中止,2022年04月30日,ピバレフリン点眼液０．０４％,包装小,5ｍＬ,
2021年06月01日,販売中止,2022年09月30日,ピバレフリン点眼液０．１％,包装小,5ｍＬ,
2021年06月01日,販売中止,2021年06月01日,ヘキザックハンドゲル０．２％,包装小,500ｍＬ,
2021年06月01日,出荷調整,2021年06月01日,ペリアクチン錠４ｍｇ,ＰＴＰ,100錠,
2021年06月01日,出荷調整,2021年06月01日,ペリアクチン錠４ｍｇ,ＰＴＰ,500錠,
2021年06月01日,販売中止,2022年12月31日,ムコゾーム点眼液０．５％,包装小,25ｍＬ,
2021年06月01日,販売中止,2022年12月31日,ムコゾーム点眼液０．５％,包装小,50ｍＬ,
2021年06月01日,出荷調整,2021年06月01日,ユニコン錠２００,ＰＴＰ,100錠,
2021年06月01日,出荷調整,2021年06月01日,ユニコン錠２００,ＰＴＰ,700錠,
2021年06月01日,出荷調整,2021年06月01日,ユニコン錠２００,ＰＴＰ,1000錠,
2021年06月01日,出荷調整,2021年06月01日,ユニコン錠２００,ＰＴＰ,500錠,
2021年06月01日,出荷調整,2021年06月01日,ユニコン錠２００,バラ,500錠,
2021年05月31日,販売中止,2021年10月31日,エレルサ錠５０ｍｇ,ＰＴＰ,14錠,
2021年05月31日,販売中止,2021年10月31日,グラジナ錠５０ｍｇ,ＰＴＰ,28錠,
2021年05月31日,出荷調整,2021年08月21日,ムコスタ顆粒２０％,バラ,500ｇ,
2021年05月31日,出荷調整,2021年06月11日,ムコスタ顆粒２０％,分包,105ｇ,
2021年05月31日,出荷調整,2021年07月21日,ムコスタ顆粒２０％,分包,525ｇ,
2021年05月28日,出荷調整,2021年05月28日,アイミクス配合錠ＨＤ,ＰＴＰ,100錠,
2021年05月28日,出荷調整,2021年05月28日,アイミクス配合錠ＨＤ,ＰＴＰ,500錠,
2021年05月28日,出荷調整,2021年05月28日,アイミクス配合錠ＨＤ,ＰＴＰ,700錠,
2021年05月28日,出荷調整,2021年05月28日,アイミクス配合錠ＨＤ,バラ,500錠,
2021年05月28日,出荷調整,2021年05月28日,アイミクス配合錠ＬＤ,ＰＴＰ,100錠,
2021年05月28日,出荷調整,2021年05月28日,アイミクス配合錠ＬＤ,ＰＴＰ,500錠,
2021年05月28日,出荷調整,2021年05月28日,アイミクス配合錠ＬＤ,ＰＴＰ,700錠,
2021年05月28日,出荷調整,2021年05月28日,アイミクス配合錠ＬＤ,バラ,500錠,
2021年05月28日,出荷調整,2021年05月28日,イルベタン錠１００ｍｇ,ＰＴＰ,100錠,
2021年05月28日,出荷調整,2021年05月28日,イルベタン錠１００ｍｇ,ＰＴＰ,500錠,
2021年05月28日,出荷調整,2021年05月28日,イルベタン錠１００ｍｇ,ＰＴＰ,700錠,
2021年05月28日,出荷調整,2021年05月28日,イルベタン錠１００ｍｇ,バラ,500錠,
2021年05月28日,出荷調整,2021年05月28日,イルベタン錠２００ｍｇ,ＰＴＰ,100錠,
2021年05月28日,出荷調整,2021年05月28日,イルベタン錠５０ｍｇ,ＰＴＰ,100錠,
2021年05月28日,出荷調整,2021年05月28日,イルベタン錠５０ｍｇ,ＰＴＰ,500錠,
2021年05月28日,出荷調整,2021年05月28日,イルベタン錠５０ｍｇ,ＰＴＰ,700錠,
2021年05月28日,出荷調整,2021年05月28日,イルベタン錠５０ｍｇ,バラ,500錠,
2021年05月28日,販売中止,2022年03月01日,デプロメール錠２５,ＰＴＰ,1000錠,
2021年05月28日,販売中止,2021年12月01日,デプロメール錠５０,ＰＴＰ,1000錠,
2021年05月28日,販売中止,2022年02月01日,デプロメール錠７５,ＰＴＰ,500錠,
2021年05月28日,販売中止,2021年11月01日,ビクシリンカプセル２５０ｍｇ,ＰＴＰ,500カプセル,
2021年05月28日,販売中止,2021年05月28日,ビクロックスシロップ８％,調剤用,500ｍＬ,
2021年05月28日,販売中止,2021年05月28日,ビクロックスシロップ８％,調剤用,100ｍＬ,
2021年05月28日,販売中止,2021年05月28日,ビクロックス点滴静注１２５ｍｇ,注射剤,10管,
2021年05月28日,販売中止,2021年05月28日,ビクロックス点滴静注２５０ｍｇ,注射剤,5管,
2021年05月28日,販売中止,2021年05月28日,ビクロックス錠２００,ＰＴＰ,100錠,
2021年05月28日,販売中止,2021年05月28日,ビクロックス錠４００,ＰＴＰ,100錠,
2021年05月28日,販売中止,2021年05月28日,ビクロックス顆粒４０％,分包,35ｇ,
2021年05月28日,販売中止,2021年05月28日,ビクロックス顆粒４０％,バラ,100ｇ,
2021年05月28日,販売中止,2022年01月01日,メイラックス錠２ｍｇ,ＰＴＰ,500錠,
2021年05月28日,販売中止,2021年09月01日,ワイドシリン細粒２０％,バラ,500ｇ,
2021年05月27日,出荷調整,2021年07月01日,オノンドライシロップ１０％,バラ,100ｇ,
2021年05月27日,出荷調整,2021年07月01日,オノンドライシロップ１０％,バラ,500ｇ,
2021年05月27日,出荷調整,2021年07月01日,オノンドライシロップ１０％,分包,100ｇ,
2021年05月27日,出荷調整,2021年07月01日,オノンドライシロップ１０％,分包,140ｇ,
2021年05月27日,出荷調整,2021年07月01日,オノンドライシロップ１０％,分包,200ｇ,
2021年05月27日,販売中止,2021年07月01日,コララン錠２．５ｍｇ,バラ,500錠,
2021年05月27日,販売中止,2021年07月01日,コララン錠５ｍｇ,バラ,500錠,
2021年05月27日,販売中止,2021年07月01日,コララン錠７．５ｍｇ,バラ,500錠,
2021年05月25日,出荷調整,2021年05月25日,ビフロキシン配合錠,バラ,100錠,
2021年05月25日,出荷調整,2021年05月25日,ビフロキシン配合錠,ＰＴＰ,100錠,
2021年05月25日,出荷調整,2021年05月25日,ビフロキシン配合錠,ＰＴＰ,500錠,
2021年05月25日,出荷調整,2021年05月25日,ビフロキシン配合錠,ＰＴＰ,1000錠,
2021年05月21日,販売中止,2022年06月30日,クラリシッド・ドライシロップ１０％小児用,バラ,100ｇ,
2021年05月20日,解除,2021年05月20日,アデホスコーワ顆粒１０％,バラ,100ｇ,
2021年05月20日,解除,2021年05月20日,アデホスコーワ顆粒１０％,バラ,500ｇ,
2021年05月20日,解除,2021年05月20日,アデホスコーワ顆粒１０％,バラ,1000ｇ,
2021年05月20日,解除,2021年05月20日,アデホスコーワ顆粒１０％,分包,600ｇ,
2021年05月20日,解除,2021年05月20日,アデホスコーワ顆粒１０％,分包,1050ｇ,
2021年05月20日,解除,2021年05月20日,アデホスコーワ顆粒１０％,分包,1200ｇ,
2021年05月20日,解除,2021年05月20日,アデホスコーワ顆粒１０％,分包,630ｇ,
2021年05月19日,出荷調整,2021年05月19日,トフラニール錠１０ｍｇ,ＰＴＰ,300錠,
2021年05月19日,出荷調整,2021年05月19日,トフラニール錠１０ｍｇ,ＰＴＰ,1200錠,
2021年05月19日,出荷調整,2021年05月19日,トフラニール錠１０ｍｇ,バラ,1200錠,
2021年05月18日,出荷調整,2021年05月18日,ボスミン注１ｍｇ,注射剤,10管,
2021年05月18日,出荷調整,2021年05月18日,ボスミン注１ｍｇ,注射剤,20管,
2021年05月18日,販売中止,2021年10月01日,０．５Ｗ／Ｖ％マスキン水,調剤用,1000ｍＬ,
2021年05月14日,販売中止,2021年12月31日,イトリゾール注１％,注射剤,1管,
2021年05月13日,出荷調整,2021年05月14日,スポンゼル,包装小,3枚,
2021年05月13日,出荷調整,2021年05月14日,スポンゼル,包装小,5枚,
2021年05月12日,解除,2021年05月13日,デュアック配合ゲル,包装小,100ｇ,
2021年05月10日,販売中止,2021年05月31日,アラグリオ顆粒剤分包１．５ｇ,分包,1包,
2021年05月06日,解除,2021年05月06日,エタノール,調剤用,500ｍＬ,
2021年05月06日,解除,2021年05月06日,エタノール,調剤用,16000ｍＬ,
2021年05月06日,解除,2021年05月06日,テキサント消毒液６％,調剤用,500ｇ,
2021年05月06日,解除,2021年05月06日,テキサント消毒液６％,調剤用,20000ｇ,
2021年05月06日,解除,2021年05月06日,テキサント消毒液６％,調剤用,5000ｇ,
2021年05月06日,解除,2021年05月06日,ビオシラビング消毒液 0.2w/v%,調剤用,300ｍＬ,
2021年05月06日,解除,2021年05月06日,ビオシラビング消毒液 0.2w/v%,調剤用,500ｍＬ,
2021年05月06日,解除,2021年05月06日,ビオシラビング消毒液 0.2w/v%,調剤用,1000ｍＬ,
2021年05月06日,解除,2021年05月06日,ビオシラビング消毒液 0.2w/v%,調剤用,5000ｍＬ,
2021年05月06日,解除,2021年05月06日,消毒用エタノール,調剤用,500ｍＬ,
2021年05月06日,解除,2021年05月06日,消毒用エタノール,調剤用,16000ｍＬ,
2021年05月06日,解除,2021年05月06日,消毒用エタノール,調剤用,500ｍＬ,
2021年05月06日,解除,2021年05月06日,消毒用エタプロコール,調剤用,500ｍＬ,
2021年05月06日,解除,2021年05月06日,消毒用エタプロコール,調剤用,5000ｍＬ,
2021年05月06日,解除,2021年05月06日,消毒用エタプロコール,調剤用,16000ｍＬ,
2021年05月06日,解除,2021年05月06日,無水エタノール,調剤用,500ｍＬ,
2021年05月01日,出荷調整,2021年05月01日,チトゾール注用０．３ｇ,注射剤,50瓶,
2021年05月01日,出荷調整,2021年05月01日,チトゾール注用０．３ｇ,注射剤,50瓶,
2021年05月01日,出荷調整,2021年05月01日,チトゾール注用０．５ｇ,注射剤,50瓶,
2021年05月01日,出荷調整,2021年05月01日,チトゾール注用０．５ｇ,注射剤,50瓶,
2021年05月01日,販売中止,2021年11月30日,ファルモルビシン注射用１０ｍｇ,注射剤,5瓶,
2021年05月01日,販売中止,2021年11月30日,ファルモルビシン注射用５０ｍｇ,注射剤,1瓶,
2021年05月01日,販売中止,2021年11月30日,ファルモルビシンＲＴＵ注射液１０ｍｇ,注射剤,5瓶,
2021年05月01日,販売中止,2021年11月30日,ファルモルビシンＲＴＵ注射液５０ｍｇ,注射剤,1瓶,
2021年04月28日,解除,2021年04月30日,イーフェンバッカル錠４００μｇ,ブリスター,20錠,
2021年04月28日,解除,2021年04月30日,イーフェンバッカル錠６００μｇ,ブリスター,20錠,
2021年04月28日,解除,2021年05月10日,クラリチンドライシロップ１％,分包,75ｇ,
2021年04月28日,解除,2021年05月10日,クラリチンドライシロップ１％,バラ,100ｇ,
2021年04月23日,解除,2021年04月26日,オルベスコ１００μｇインヘラー１１２吸入用,包装小,1キット,
2021年04月23日,解除,2021年04月26日,オルベスコ１００μｇインヘラー１１２吸入用,包装小,10キット,
2021年04月23日,解除,2021年04月26日,オルベスコ１００μｇインヘラー５６吸入用,包装小,1キット,
2021年04月23日,解除,2021年04月26日,オルベスコ１００μｇインヘラー５６吸入用,包装小,10キット,
2021年04月23日,解除,2021年04月26日,オルベスコ２００μｇインヘラー５６吸入用,包装小,1キット,
2021年04月23日,解除,2021年04月26日,オルベスコ２００μｇインヘラー５６吸入用,包装小,10キット,
2021年04月23日,解除,2021年04月26日,オルベスコ５０μｇインヘラー１１２吸入用,包装小,1キット,
2021年04月23日,解除,2021年04月26日,オルベスコ５０μｇインヘラー１１２吸入用,包装小,10キット,
2021年04月23日,解除,2021年04月23日,クラリチンドライシロップ１％,バラ,100ｇ,
2021年04月23日,解除,2021年04月23日,クラリチンドライシロップ１％,分包,75ｇ,
2021年04月22日,出荷調整,2021年04月22日,ミノアレ散６６．７％,バラ,100ｇ,
2021年04月22日,出荷調整,2021年04月22日,ミノアレ散６６．７％,バラ,500ｇ,
2021年04月22日,出荷調整,2021年04月22日,モノフィリン錠１００ｍｇ,ＰＴＰ,1000錠,
2021年04月19日,販売中止,2022年03月01日,ナディック錠６０ｍｇ,ＰＴＰ,100錠,
2021年04月16日,販売中止,2021年10月01日,ハイフル配合顆粒,バラ,500ｇ,
2021年04月13日,解除,2021年04月05日,アプレゾリン錠５０ｍｇ,バラ,250錠,
2021年04月13日,解除,2021年04月05日,アプレゾリン錠５０ｍｇ,ＰＴＰ,1000錠,
2021年04月13日,販売中止,2021年09月01日,ヒマシ油,調剤用,500ｍＬ,
2021年04月13日,販売中止,2021年10月01日,ホミカエキス散,バラ,500ｇ,
2021年04月13日,販売中止,2021年10月01日,０．１Ｗ／Ｖ％ハイジール水,調剤用,500ｍＬ,
2021年04月13日,販売中止,2021年11月01日,０．１Ｗ／Ｖ％マスキン水,調剤用,5000ｍＬ,
2021年04月13日,販売中止,2021年09月01日,０．２Ｗ／Ｖ％ハイジール水,調剤用,500ｍＬ,
2021年04月12日,出荷調整,2021年04月12日,アレグラドライシロップ５％,分包,30ｇ,
2021年04月12日,出荷調整,2021年04月12日,アレグラドライシロップ５％,分包,60ｇ,
2021年04月12日,解除,2021年04月20日,ヘプタバックス－ＩＩ水性懸濁注シリンジ０．５ｍＬ,注射剤,1筒,
2021年04月06日,販売中止,2021年04月06日,フィズリン錠３０ｍｇ,ＳＰ,1錠,
